Customer ID,,Name,Age,SSN,Occupation,Annual Income,,Num Bank Accounts,Num Credit Card,Interest Rate,Num of Loan,Type of Loan,Delay from due date,Num of Delayed Payment,Changed Credit Limit,Num Credit Inquiries,CreditAbove StandardMix,Outstanding Debt,Credit Utilization Ratio,,,Total EMI per month,Amount invested monthly,Payment Behaviour,Monthly Balance,,Monthly_In_Hand_Salary,Credit History Age (Months)
CUS 0x3edc,,Williamso,33,Data MIssing,Accountant,43070.24,,3,3,18,1,Debt Consolidation Loan,10,Data Missing,8.97,8,Above Standard,1233.1,31.74,,,30.58,,High spent Medium value payments,496.95,,3230.27,239
CUS 0x3edc,,Williamso,33,663-16-3845,Accountant,43070.24,,3,3,18,1,Debt Consolidation Loan,6,8,5.97,8,Standard,1233.1,27.55,,,30.58,142.37,High spent Small value payments,449.27,,3230.27,240
CUS 0x3edc,,Williamso,33,663-16-3845,Accountant,43070.24,,3,3,18,1,Debt Consolidation Loan,11,7,8.97,8,Standard,1233.1,31.55,,,30.58,28.19,High spent Large value payments,543.46,,3230.27,241
CUS 0xbffe,,Dhanya Skariachano,41,311-13-7309,Architect,28572.39,,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",25,10,4.89,2,Standard,400.07,32.23,,,69.6,10000,Low spent Large value payments,217.06,,2142.93,371
CUS 0xbffe,,Dhanya Skariachano,41,311-13-7309,Architect,28572.39,,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",25,Data Missing,4.89,2,Standard,400.07,28.42,,,69.6,123.29,Low spent Large value payments,298.11,,2142.93,372
CUS 0xbffe,,Dhanya Skariachano,41,311-13-7309,Architect,28572.39,,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",25,12,4.89,2,Above Standard,400.07,25.94,,,69.6,150.62,Low spent Large value payments,270.78,,2142.93,373
CUS 0xbffe,,Dhanya Skariachano,41,311-13-7309,Architect,28572.39,,6,3,15,3,"Payday Loan, Not Specified, and Auto Loan",25,12,4.89,2,Standard,400.07,31.91,,,69.6,139.64,High spent Small value payments,271.76,,2142.93,374
CUS 0xb681,,Sarahb,38,904-88-7361,Manager,39641.54,,10,34,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",61,13,1.54,8,Bad,2258.73,32.78,,,172.38,159.88,Low spent Small value payments,258.48,,2973.12,112
CUS 0xb681,,Sarahb,38,904-88-7361,Manager,39641.54,,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",61,19,1.54,8,Bad,2258.73,37.55,,,50770,254.32,Low spent Large value payments,144.05,,2973.12,
CUS 0xb681,,Sarahb,38,904-88-7361,Manager,39641.54,,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",59,14,1.54,8,Above Standard,2258.73,37.69,,,172.38,115.71,High spent Medium value payments,262.66,,2973.12,114
CUS 0xb681,,Data MIssing,38,904-88-7361,Manager,39641.54,,10,8,25,6,"Auto Loan, Student Loan, Payday Loan, Payday Loan, Mortgage Loan, and Debt Consolidation Loan",60,2077,1.54,8,Bad,2258.73,24.75,,,172.38,138.2,Low spent Small value payments,280.17,,2973.12,115
CUS 0x9a71,,Mukhopadhyayc,55,889-07-2357,Scientist,20186.02,,1,5,1,2,"Auto Loan, and Home Equity Loan",4,3,6.83,4,Above Standard,413.32,39.4,,,29.53,99.29,Low spent Small value payments,329.59,,1513.95,227
CUS 0x9a71,,Mukhopadhyayc,55,889-07-2357,       ,20186.02,,1,5,1,2,"Auto Loan, and Home Equity Loan",5,6,6.83,4,Good,413.32,30.42,,,29.53,48.01,High spent Medium value payments,340.87,,1513.95,228
CUS 0x9a71,,Mukhopadhyayc,55,889-07-2357,Scientist,20186.02,,1,5,1,2,"Auto Loan, and Home Equity Loan",5,5,6.83,4,Good,413.32,40.3,,,29.53,55.93,High spent Medium value payments,332.95,,1513.95,229
CUS 0x9a71,,Mukhopadhyayc,55,889-07-2357,Scientist,20186.02,,1,5,1,2,"Auto Loan, and Home Equity Loan",5,9,6.83,5,Good,413.32,35.49,,,29.53,14.29,High spent Large value payments,364.59,,1513.95,230
CUS 0x6048,,Ayeshaz,44,425-47-6723,Musician,18627.64,,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",30,21,5.07,7,Above Standard,1793.54,34,,,65.14,97.96,Low spent Small value payments,265.63,,1397.07,233
CUS 0x6048,,Data MIssing,44,425-47-6723,Musician,18627.64,,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",31,23,5.07,7,Above Standard,1793.54,35.05,,,65.14,79.02,Low spent Small value payments,284.57,,1397.07,234
CUS 0x6048,,Ayeshaz,44,425-47-6723,Musician,18627.64,,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",31,23,5.07,7,Bad,1793.54,34.79,,,65.14,74.3,High spent Small value payments,259.29,,1397.07,235
CUS 0x6048,,Ayeshaz,44,425-47-6723,Musician,18627.64,,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",27,21,5.07,7,Above Standard,1793.54,35.19,,,65.14,58.86,High spent Small value payments,274.73,,1397.07,236
CUS 0x95b5,,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,,4,3,10,2,"Mortgage Loan, and Payday Loan",27,17,11.8,7,Standard,1489.49,25.78,,,16.72,99.16,Low spent Medium value payments,260.04,,974.01,112
CUS 0x95b5,,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,,4,3,10,2,"Mortgage Loan, and Payday Loan",30,16,11.8,7,Standard,1489.49,26.42,,,16.72,49.91,Low spent Small value payments,319.29,,974.01,113
CUS 0x95b5,,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,,4,3,10,2,"Mortgage Loan, and Payday Loan",30,17,11.8,Data Missing,Above Standard,1489.49,26.22,,,16.72,125.72,Low spent Small value payments,243.48,,974.01,114
CUS 0x95b5,,Lisa Baertleinu,34,602-55-1355,Engineer,12986.745,,4,3,10,2,"Mortgage Loan, and Payday Loan",30,14,11.8,7,Standard,1489.49,27.35,,,16.72,76.19,Low spent Medium value payments,283.01,,974.01,115
CUS 0x4004,,Carlosj,44,679-26-6464,Writer,58317,,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,10,Standard,98.97,36.34,,,149.9,162.74,Low spent Medium value payments,433.84,,4373.78,165
CUS 0x4004,,Carlosj,44,679-26-6464,       ,58317,,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,10,Standard,98.97,26.89,,,149.9,234.2,Low spent Small value payments,372.38,,4373.78,166
CUS 0x4004,,Carlosj,44,679-26-6464,Writer,58317,,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",15,20,16.58,10,Standard,98.97,27.67,,,149.9,112.72,High spent Large value payments,443.85,,4373.78,167
CUS 0x4004,,Carlosj,44,679-26-6464,Writer,58317,,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,10,Standard,98.97,22.6,,,149.9,620,Low spent Small value payments,,,4373.78,
CUS 0xb101,,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4,Above Standard,556.91,35.31,,,102.76,,Low spent Small value payments,399.65,,3162.9,
CUS 0xb101,,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",8,11,2.58,4,Good,556.91,28.76,,,102.76,304.81,Low spent Large value payments,238.86,,3162.9,266
CUS 0xb101,,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,6,Above Standard,556.91,27.67,,,102.76,,High spent Large value payments,439.16,,3162.9,267
CUS 0xb101,,Andreas Cremerf,37,253-91-2822,       ,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,6,Good,556.91,36.58,,,102.76,214.14,Low spent Large value payments,329.53,,3162.9,268
CUS 0x9b94,,Bri,36,734-54-7098,Manager,71681.4,,3,6,15,1,Not Specified,8,8,10.44,Data Missing,Standard,1293.02,23.81,,,53.92,307,High spent Small value payments,479.03,,5376.1,315
CUS 0x9b94,,Bri,36,734-54-7098,Manager,71681.4,,3,6,15,1,Not Specified,8,6,5.44,Data Missing,Standard,1293.02,38.61,,,53.92,239.06, Data Missing,536.96,,5376.1,316
CUS 0x9b94,,Bri,36,734-54-7098,Manager,71681.4,,3,6,15,1,Not Specified,8,7,9.44,Data Missing,Above Standard,1293.02,29.96,,,53.92,74.6,High spent Medium value payments,701.42,,5376.1,
CUS 0x9b94,,Bri,36,734-54-7098,Manager,71681.4,,3,6,15,1,Not Specified,8,8,10.44,5,Standard,1293.02,26.04,,,53.92,478.36,Low spent Large value payments,317.66,,5376.1,318
CUS 0x4080,,Data MIssing,16,995-37-8920,Mechanic,29469.98,,34,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",48,21,26.94,12,Bad,3421.66,25.42,,,69.69,167.27,Low spent Large value payments,255.83,,2210.25,166
CUS 0x4080,,ra Alperx,16,995-37-8920,Mechanic,29469.98,,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",49,21,26.94,12,Bad,3421.66,32.59,,,69.69,31.6,High spent Large value payments,361.5,,2210.25,167
CUS 0x4080,,ra Alperx,17,995-37-8920,Mechanic,29469.98,,7,34,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,12,Above Standard,3421.66,32.54,,,268.79,130.53,High spent Small value payments,282.57,,2210.25,168
CUS 0x4080,,ra Alperx,17,995-37-8920,Mechanic,29469.98,,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,12,Bad,3421.66,33.99,,,268.79,125.24,Low spent Small value payments,317.86,,2210.25,169
CUS 0x706a,,Matt Falloonz,20,431-58-4893,Engineer,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,17,2.74,5,Above Standard,1173.7,23.02,,,215.84,,Low spent Medium value payments,70.87,,5441.95,343
CUS 0x706a,,Matt Falloonz,20,431-58-4893,Engineer,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19,2.74,5,Above Standard,1173.7,33.37,,,215.84,484.4,Low spent Large value payments,198.22,,5441.95,344
CUS 0x706a,,Matt Falloonz,20,431-58-4893,Engineer,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19,2.74,5,Standard,1173.7,35.18,,,215.84,199.45,Low spent Medium value payments,493.17,,5441.95,345
CUS 0x706a,,Matt Falloonz,20,431-58-4893,Engineer,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19,2.74,5,Standard,1173.7,29.71,,,215.84,374.8,High spent Small value payments,297.83,,5441.95,346
CUS 0x42ac,,Lawrencea,37,700-60-3660,Musician,15566.02,,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",13,20,9.24,9,Above Standard,1693.95,35.26,,,43.07,162.67,Low spent Small value payments,226.58,,1167.45,
CUS 0x42ac,,Lawrencea,37,700-60-3660,Musician,15566.02,,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,20,3.24,9,Standard,1693.95,30.78,,,43.07,85.06,Low spent Small value payments,304.19,,1167.45,103
CUS 0x42ac,,Lawrencea,37,700-60-3660,Musician,15566.02,,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,9,Standard,1693.95,24.04,,,43.07,147.42,Low spent Small value payments,241.83,,1167.45,104
CUS 0x42ac,,Lawrencea,37,700-60-3660,Musician,15566.02,,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,22,4.24,9,Above Standard,1693.95,24.91,,,43.07,93.11,Low spent Medium value payments,286.14,,1167.45,105
CUS 0x571f,,Emily Flitterl,19,397-28-9675,Developer,66567.32,,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,2,Standard,233.79,26.46,,,100.19,10000,High spent Large value payments,623.29,,4992.55,299
CUS 0x571f,,Emily Flitterl,19,397-28-9675,Developer,66567.32,,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,2,Standard,233.79,26.48,,,100.19,107.65,High spent Medium value payments,622.19,,4992.55,300
CUS 0x571f,,Emily Flitterl,19,397-28-9675,Developer,66567.32,,5,7,5,2,"Mortgage Loan, and Not Specified",5,15,5.67,2,Standard,233.79,31.48,,,100.19,344.82, Data Missing,395.01,,4992.55,301
CUS 0x571f,,Emily Flitterl,19,397-28-9675,Developer,66567.32,,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,2,Standard,233.79,40.3,,,100.19,100.4,High spent Large value payments,619.44,,4992.55,302
CUS 0xb5ff,,Nateg,33,060-81-1328,Media Manager,12909.895,,5,5,13,0,,25,13,7.58,3,Standard,602.5,25.41,,,0,54.17, Data Missing,321.21,,968.24,213
CUS 0xb5ff,,Nateg,34,060-81-1328,Media Manager,12909.895,,5,5,13,0,,22,14,7.58,3,Standard,602.5,39.56,,,76196,26.47,Low spent Large value payments,328.91,,968.24,214
CUS 0xb5ff,,Nateg,33,060-81-1328,Media Manager,12909.895,,5,5,13,0,,22,14,7.58,3,Above Standard,602.5,37.17,,,0,10000,Low spent Medium value payments,341.84,,968.24,215
CUS 0xb5ff,,Nateg,33,060-81-1328,Media Manager,20601508,,5,5,13,0,,22,12,7.58,3,Standard,602.5,37.75,,,0,83.99, Data Missing,291.39,,1545113.1,216
CUS 0x6a1b,,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,18.73,9,Bad,3470.08,28.71,,,114.53,10000,High spent Large value payments,325.55,,2309.13,22
CUS 0x6a1b,,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",53,19,21.73,9,Above Standard,3470.08,26.32,,,114.53,89.6,High spent Small value payments,318.24,,2309.13,23
CUS 0x6a1b,,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",50,21,20.73,9,Bad,3470.08,36.23,,,114.53,296.11,Low spent Small value payments,141.73,,2309.13,24
CUS 0x6a1b,,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",44,20,17.73,13,Bad,3470.08,33.49,,,114.53,343.25,Low spent Small value payments,94.59,,2309.13,25
CUS 0x9bc1,,Jaisinghanij,42,445-18-4420,Architect,20574.47,,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,10,14.74,11,Standard,749.95,39.73,,,49.35,65.93,Low spent Large value payments,328.77,,1543.09,139
CUS 0x9bc1,,Jaisinghanij,42,445-18-4420,Architect,20574.47,,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,12,10.74,11,Standard,749.95,34.38,,,49.35,43.57,High spent Large value payments,321.14,,1543.09,140
CUS 0x9bc1,,Jaisinghanij,43,445-18-4420,Architect,20574.47,,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",4,9,13.74,11,Standard,749.95,35.53,,,49.35,197.44,Low spent Small value payments,217.27,,1543.09,141
CUS 0x9bc1,,Jaisinghanij,43,445-18-4420,Architect,20574.47,,6,3,14,4,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",6,12,14.74,11,Standard,749.95,27.44,,,49.35,23.56, Data Missing,341.14,,1543.09,142
CUS 0xc65,,Pomeroyi,34,473-91-5845,       ,148699.32,,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1,Good,949.38,31.24,,,364.92,998.63,Low spent Large value payments,149.71,,11152.45,375
CUS 0xc65,,Data MIssing,22,473-91-5845,Lawyer,148699.32,,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1,Good,949.38,26.68,,,364.92,517.93, Data Missing,610.41,,11152.45,376
CUS 0xc65,,Pomeroyi,22,473-91-5845,Lawyer,148699.32,,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,4,9.2,1,Good,949.38,32.95,,,364.92,1049.87,Low spent Medium value payments,108.48,,11152.45,377
CUS 0xc65,,Pomeroyi,22,473-91-5845,Lawyer,148699.32,,3,4,5,3,"Personal Loan, Mortgage Loan, and Payday Loan",13,6,9.2,1,Good,949.38,30.14,,,364.92,296.8,High spent Large value payments,821.54,,11152.45,378
CUS 0xaedb,,Olivia Oranr,20,272-47-1135,Musician,85554.03,,4,2,3,0,,10,4,6.43,3,Good,1095.73,37.22,,,0,212.01,Low spent Large value payments,776.54,,6416.55,243
CUS 0xaedb,,Olivia Oranr,20,272-47-1135,Musician,85554.03,,4,2,3,0,,12,8,6.43,3,Above Standard,1095.73,32.9,,,0,57.05,High spent Large value payments,901.5,,6416.55,244
CUS 0xaedb,,Olivia Oranr,20,272-47-1135,Musician,85554.03,,4,2,3,0,,7,7,12.43,3,Good,1095.73,30.45,,,0,206.31,High spent Small value payments,772.24,,6416.55,245
CUS 0xaedb,,Olivia Oranr,20,272-47-1135,Musician,85554.03,,4,2,3,0,,9,7,6.43,3,Good,1095.73,23.54,,,0,10000,Low spent Small value payments,100.67,,6416.55,246
CUS 0x8e9b,,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,21,27.99,11,Bad,3422.49,36.47,,,314.9,349.48,Low spent Small value payments,62.57,,4187.23,133
CUS 0x8e9b,,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,,10,34,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,18,27.99,11,Bad,3422.49,37.75,,,314.9,79.94, Data Missing,302.11,,4187.23,134
CUS 0x8e9b,,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,,10,10,18,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",30,16,27.99,11,Bad,3422.49,25.43,,,314.9,374.61,Low spent Medium value payments,27.44,,4187.23,135
CUS 0x8e9b,,Rachelle Younglaic,16,925-51-5335,Entrepreneur,55829.79,,10,10,34,8,"Student Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, Not Specified, Not Specified, Personal Loan, and Payday Loan",34,20,27.99,15,Bad,3422.49,26.43,,,314.9,137.49,High spent Medium value payments,234.56,,4187.23,136
CUS 0x609d,,Shupingu,27,Data MIssing,Architect,14165.23,,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",54,24,8.82,11,Bad,2797.17,37.85,,,58.87,124.51,Low spent Small value payments,212.37,,1062.39,175
CUS 0x609d,,Shupingu,27,911-47-6879,Architect,14165.23,,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,27,8.82,12,Bad,2797.17,32.39,,,58.87,53.59,Low spent Large value payments,263.28,,1062.39,176
CUS 0x609d,,Shupingu,27,911-47-6879,Architect,14165.23,,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,21,11.82,12,Bad,2797.17,31.3,,,58.87,83.53,Low spent Medium value payments,243.35,,1062.39,177
CUS 0x609d,,Shupingu,28,911-47-6879,Architect,14165.23,,7,10,33,9,"Credit-Builder Loan, Personal Loan, Credit-Builder Loan, Mortgage Loan, Personal Loan, Payday Loan, Payday Loan, Payday Loan, and Student Loan",59,Data Missing,8.82,12,Bad,2797.17,35.46,,,58.87,60.48,Low spent Large value payments,256.39,,1062.39,178
CUS 0x75c6,,"""John ODonnell""p",30,587-65-8904,Teacher,87215.68,,2,6,8,2,"Auto Loan, and Payday Loan",0,5,10.98,Data Missing,Good,680.77,32.85,,,121.68,85.09,High spent Medium value payments,792.23,,6541.18,256
CUS 0x75c6,,"""John ODonnell""p",30,587-65-8904,Teacher,87215.68,,2,6,8,2,"Auto Loan, and Payday Loan",2,Data Missing, ,Data Missing,Above Standard,680.77,28.22,,,121.68,183.97,High spent Large value payments,683.35,,6541.18,257
CUS 0x75c6,,"""John ODonnell""p",31,587-65-8904,Teacher,87215.68,,2,6,8,2,"Auto Loan, and Payday Loan",2,6,10.98,Data Missing,Good,680.77,32.39,,,121.68,197.16,High spent Small value payments,690.15,,6541.18,258
CUS 0x75c6,,"""John ODonnell""p",31,587-65-8904,Teacher,87215.68,,2,6,8,2,"Auto Loan, and Payday Loan",2,6,10.98,Data Missing,Good,680.77,26.45,,,121.68,579.86,Low spent Large value payments,317.45,,6541.18,259
CUS 0x9b3c,,Scheydere,43,224-48-7837,Lawyer,81842.28,,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11,Bad,3053.16,25.36,,,574.07,,High spent Large value payments,253.64,,6138.17,12
CUS 0x9b3c,,Scheydere,43,224-48-7837,Lawyer,81842.28,,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11,Bad,3053.16,34.64,,,574.07,55.37,High spent Large value payments,291.58,,6138.17,13
CUS 0x9b3c,,Scheydere,43,Data MIssing,Lawyer,81842.28,,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",20,19,16.25,11,Bad,3053.16,23.3,,,574.07,286.78,High spent Medium value payments,70.17,,6138.17,14
CUS 0x9b3c,,Scheydere,44,224-48-7837,Lawyer,81842.28,,10,9,25,9,"Student Loan, Auto Loan, Personal Loan, Auto Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Auto Loan, and Personal Loan",24,19,15.25,11,Above Standard,3053.16,24.39,,,574.07,556.78,Low spent Large value payments,,,6138.17,15
CUS 0x22a3,,Nate Raymondj,38,Data MIssing,Doctor,95956.5,,8,4,11,2,"Personal Loan, and Student Loan",24,10,11.94,2,Standard,1079.73,28.7,,,95.52,202.57,High spent Large value payments,769.84,,7196.74,
CUS 0x22a3,,Nate Raymondj,39,477-90-5881,Doctor,95956.5,,8,4,11,2,"Personal Loan, and Student Loan",23,Data Missing,11.94,7,Standard,1079.73,31.37,,,95.52,757.64,Low spent Small value payments,264.77,,7196.74,388
CUS 0x22a3,,Nate Raymondj,39,477-90-5881,Doctor,95956.5,,8,4,11,2,"Personal Loan, and Student Loan",28,10,12.94,7,Standard,1079.73,41.72,,,95.52,206.33,High spent Large value payments,766.08,,7196.74,389
CUS 0x22a3,,Nate Raymondj,39,477-90-5881,Doctor,95956.5,,8,4,11,2,"Personal Loan, and Student Loan",23,10,7.94,7,Standard,1079.73,28.92,,,95.52,437.49,Low spent Medium value payments,574.93,,7196.74,390
